comparison,scenario,regime,seed_index,metric,left_value,right_value,delta
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,gross_spread_capture,-41200.5758762,-39657.1150399,-1543.4608363
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,inventory_pnl,53780.5758762,53507.1150398,273.4608364
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,adverse_selection_cost,2933.34835045,2478.70778278,454.64056767
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,fee_pnl,-52.32,-52.72,0.4
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,net_pnl_after_fees,12527.68,13797.28,-1269.6
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,terminal_liquidation_cost,84600.1037051,84600.1037051,0
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,terminal_inventory_penalty,959,959,0
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,risk_adjusted_pnl,0.104086415351,0.115519729547,-0.011433314196
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,maximum_drawdown,111144.955478,111134.955478,10
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,inventory_variance,403447.649195,404372.792288,-925.143093
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,pre_liquidation_inventory,1918,1918,0
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,final_inventory,0,0,0
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,maker_fills,540,538,2
avellaneda_stoikov_minus_naive,inventory_cap_5000,trending,1,market_maker_filled_quantity,6974,6954,20
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,fill_rate,0.023,0.023,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,gross_spread_capture,1067.95078405,1187.95078405,-120
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,inventory_pnl,-5782.38370947,-5782.38370947,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,adverse_selection_cost,69.0555339221,69.0555339221,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,fee_pnl,4.6,4.6,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,net_pnl_after_fees,-4709.83292541,-4589.83292541,-120
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,risk_adjusted_pnl,-0.814999394059,-0.802567014742,-0.012432379317
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,maximum_drawdown,5778.94040137,5718.94040137,60
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,inventory_variance,361.25974044,361.25974044,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,pre_liquidation_inventory,-30,-30,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,final_inventory,-30,-30,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,maker_fills,24,24,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,0,market_maker_filled_quantity,230,230,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,fill_rate,0.021,0.021,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,gross_spread_capture,1041.04604167,1121.04604167,-80
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,inventory_pnl,-1156.19040499,-1156.19040499,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,adverse_selection_cost,96.0085266846,82.2988709339,13.7096557507
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,fee_pnl,4.2,4.2,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,net_pnl_after_fees,-110.94436332,-30.94436332,-80
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,risk_adjusted_pnl,-0.1049696668,-0.0292779138106,-0.0756917529894
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,maximum_drawdown,1056.91831461,1056.91831461,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,inventory_variance,223.769884,223.769884,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,pre_liquidation_inventory,30,30,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,final_inventory,30,30,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,maker_fills,21,21,0
avellaneda_stoikov_minus_naive,itch_calibrated_flow,trending,1,market_maker_filled_quantity,210,210,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,fill_rate,0.023,0.023,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,gross_spread_capture,106.392389624,118.392389624,-12
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,inventory_pnl,-577.835682165,-577.835682165,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,adverse_selection_cost,6.90555339221,6.90555339221,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,fee_pnl,0.46,0.46,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,net_pnl_after_fees,-470.983292541,-458.983292541,-12
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,risk_adjusted_pnl,-0.814999394058,-0.802567014742,-0.012432379316
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,maximum_drawdown,577.894040137,571.894040137,6
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,inventory_variance,3.61227504,3.61227504,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,pre_liquidation_inventory,-3,-3,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,final_inventory,-3,-3,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,maker_fills,23,23,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,0,market_maker_filled_quantity,23,23,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,fill_rate,0.021,0.021,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,gross_spread_capture,104.104604167,112.104604167,-8
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,inventory_pnl,-115.619040499,-115.619040499,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,adverse_selection_cost,9.60085266846,8.22988709339,1.37096557507
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,fee_pnl,0.42,0.42,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,net_pnl_after_fees,-11.0944363318,-3.09443633183,-7.99999999997
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,risk_adjusted_pnl,-0.104969666799,-0.0292779138089,-0.0756917529901
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,maximum_drawdown,105.691831461,105.691831461,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,inventory_variance,2.23769884,2.23769884,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,pre_liquidation_inventory,3,3,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,final_inventory,3,3,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,maker_fills,21,21,0
avellaneda_stoikov_minus_naive,quote_size_1,trending,1,market_maker_filled_quantity,21,21,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,fill_rate,0.023,0.023,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,gross_spread_capture,1067.95078405,1187.95078405,-120
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,inventory_pnl,-5782.38370947,-5782.38370947,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,adverse_selection_cost,69.0555339221,69.0555339221,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,fee_pnl,4.6,4.6,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,net_pnl_after_fees,-4709.83292541,-4589.83292541,-120
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,risk_adjusted_pnl,-0.814999394059,-0.802567014742,-0.012432379317
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,maximum_drawdown,5778.94040137,5718.94040137,60
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,inventory_variance,361.25974044,361.25974044,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,pre_liquidation_inventory,-30,-30,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,final_inventory,-30,-30,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,maker_fills,24,24,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,0,market_maker_filled_quantity,230,230,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,fill_rate,0.021,0.021,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,gross_spread_capture,1041.04604167,1121.04604167,-80
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,inventory_pnl,-1156.19040499,-1156.19040499,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,adverse_selection_cost,96.0085266846,82.2988709339,13.7096557507
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,fee_pnl,4.2,4.2,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,net_pnl_after_fees,-110.94436332,-30.94436332,-80
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,risk_adjusted_pnl,-0.1049696668,-0.0292779138106,-0.0756917529894
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,maximum_drawdown,1056.91831461,1056.91831461,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,inventory_variance,223.769884,223.769884,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,pre_liquidation_inventory,30,30,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,final_inventory,30,30,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,maker_fills,21,21,0
avellaneda_stoikov_minus_naive,quote_size_10,trending,1,market_maker_filled_quantity,210,210,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,fill_rate,0.02259,0.02259,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,gross_spread_capture,10527.7010563,11686.7010563,-1159
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,inventory_pnl,-61040.0886419,-61040.0886419,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,adverse_selection_cost,744.743048042,690.555339221,54.187708821
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,fee_pnl,45.18,45.18,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,net_pnl_after_fees,-50467.2075855,-49308.2075855,-1159
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,risk_adjusted_pnl,-0.820261684764,-0.808772244585,-0.011489440179
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,maximum_drawdown,61525.7405325,60966.7405325,559
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,inventory_variance,40775.1034622,40775.1034622,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,pre_liquidation_inventory,-341,-341,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,final_inventory,-341,-341,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,maker_fills,24,24,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,0,market_maker_filled_quantity,2259,2259,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,fill_rate,0.021,0.021,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,gross_spread_capture,10410.4604167,11210.4604167,-800
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,inventory_pnl,-11561.9040499,-11561.9040499,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,adverse_selection_cost,960.085266846,822.988709339,137.096557507
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,fee_pnl,42,42,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,net_pnl_after_fees,-1109.44363319,-309.443633193,-799.999999997
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,risk_adjusted_pnl,-0.1049696668,-0.0292779138099,-0.0756917529901
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,maximum_drawdown,10569.1831461,10569.1831461,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,inventory_variance,22376.9884,22376.9884,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,pre_liquidation_inventory,300,300,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,final_inventory,300,300,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,maker_fills,21,21,0
avellaneda_stoikov_minus_naive,quote_size_100,trending,1,market_maker_filled_quantity,2100,2100,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,fill_rate,0.0115,0.0115,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,gross_spread_capture,1027.95078405,1157.95078405,-130
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,inventory_pnl,-5782.38370947,-5782.38370947,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,adverse_selection_cost,88.1681546083,78.1681546083,10
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,fee_pnl,4.6,4.6,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,net_pnl_after_fees,-4749.83292541,-4619.83292541,-130
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,risk_adjusted_pnl,-0.816271107417,-0.802201898863,-0.014069208554
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,maximum_drawdown,5818.94040137,5758.94040137,60
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,inventory_variance,361.25974044,361.25974044,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,pre_liquidation_inventory,-30,-30,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,final_inventory,-30,-30,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,maker_fills,24,24,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,0,market_maker_filled_quantity,230,230,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,fill_rate,0.0105,0.0105,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,gross_spread_capture,1101.04604167,1201.04604167,-100
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,inventory_pnl,-1156.19040499,-1156.19040499,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,adverse_selection_cost,112.298870934,90.1326807757,22.1661901583
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,fee_pnl,4.2,4.2,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,net_pnl_after_fees,-50.94436332,49.05563668,-100
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,risk_adjusted_pnl,-0.048200852058,0.0464138391793,-0.0946146912373
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,maximum_drawdown,1056.91831461,1056.91831461,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,inventory_variance,223.769884,223.769884,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,pre_liquidation_inventory,30,30,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,final_inventory,30,30,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,maker_fills,21,21,0
avellaneda_stoikov_minus_naive,requote_frequency_fast_5,trending,1,market_maker_filled_quantity,210,210,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,fill_rate,0.06,0.06,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,gross_spread_capture,1165.83949707,1255.83949707,-90
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,inventory_pnl,-6571.75006429,-6571.75006429,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,adverse_selection_cost,203.307734047,193.307734047,10
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,fee_pnl,4.8,4.8,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,net_pnl_after_fees,-5401.11056722,-5311.11056722,-90
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,risk_adjusted_pnl,-0.806154917416,-0.795918313784,-0.010236603632
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,maximum_drawdown,6699.84199133,6672.93423865,26.90775268
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,inventory_variance,496.14489404,496.14489404,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,pre_liquidation_inventory,-40,-40,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,final_inventory,-40,-40,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,maker_fills,25,25,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,0,market_maker_filled_quantity,240,240,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,fill_rate,0.05,0.05,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,gross_spread_capture,1013.98936187,1103.98936187,-90
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,inventory_pnl,-1957.41893742,-1957.41893742,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,adverse_selection_cost,81.1270802337,59.132942274,21.9941379597
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,fee_pnl,4,4,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,net_pnl_after_fees,-939.429575547,-849.429575547,-90
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,terminal_liquidation_cost,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,terminal_inventory_penalty,0,0,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,risk_adjusted_pnl,-0.544053885748,-0.512717160748,-0.031336725
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,maximum_drawdown,1726.72156225,1656.72156225,70
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,inventory_variance,220.0204,220.0204,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,pre_liquidation_inventory,20,20,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,final_inventory,20,20,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,maker_fills,20,20,0
avellaneda_stoikov_minus_naive,requote_frequency_slow_25,trending,1,market_maker_filled_quantity,200,200,0
zero_queue_minus_normal_itch,zero_queue_control,trending,0,fill_rate_by_quote_count,0.0602094240838,0.023,0.0372094240838
itch_calibrated_minus_hand_chosen,itch_calibrated_flow,trending,0,fill_rate_by_quote_count,0.023,0.546,-0.523
execution_intensity_2x_minus_itch,increased_execution_intensity_2x,trending,0,fill_rate_by_quote_count,0.04,0.023,0.017
execution_intensity_5x_minus_itch,increased_execution_intensity_5x,trending,0,fill_rate_by_quote_count,0.103,0.023,0.08
execution_intensity_10x_minus_itch,increased_execution_intensity_10x,trending,0,fill_rate_by_quote_count,0.2,0.023,0.177
zero_queue_minus_normal_itch,zero_queue_control,trending,1,fill_rate_by_quote_count,0.0522193211488,0.021,0.0312193211488
itch_calibrated_minus_hand_chosen,itch_calibrated_flow,trending,1,fill_rate_by_quote_count,0.021,0.518,-0.497
execution_intensity_2x_minus_itch,increased_execution_intensity_2x,trending,1,fill_rate_by_quote_count,0.042,0.021,0.021
execution_intensity_5x_minus_itch,increased_execution_intensity_5x,trending,1,fill_rate_by_quote_count,0.08,0.021,0.059
execution_intensity_10x_minus_itch,increased_execution_intensity_10x,trending,1,fill_rate_by_quote_count,0.17,0.021,0.149
zero_queue_minus_normal_itch,zero_queue_control,trending,0,fill_rate_by_quote_count,0.0602094240838,0.023,0.0372094240838
itch_calibrated_minus_hand_chosen,itch_calibrated_flow,trending,0,fill_rate_by_quote_count,0.023,0.549,-0.526
execution_intensity_2x_minus_itch,increased_execution_intensity_2x,trending,0,fill_rate_by_quote_count,0.041,0.023,0.018
execution_intensity_5x_minus_itch,increased_execution_intensity_5x,trending,0,fill_rate_by_quote_count,0.103,0.023,0.08
execution_intensity_10x_minus_itch,increased_execution_intensity_10x,trending,0,fill_rate_by_quote_count,0.201,0.023,0.178
zero_queue_minus_normal_itch,zero_queue_control,trending,1,fill_rate_by_quote_count,0.0515463917526,0.021,0.0305463917526
itch_calibrated_minus_hand_chosen,itch_calibrated_flow,trending,1,fill_rate_by_quote_count,0.021,0.52,-0.499
execution_intensity_2x_minus_itch,increased_execution_intensity_2x,trending,1,fill_rate_by_quote_count,0.043,0.021,0.022
execution_intensity_5x_minus_itch,increased_execution_intensity_5x,trending,1,fill_rate_by_quote_count,0.08,0.021,0.059
execution_intensity_10x_minus_itch,increased_execution_intensity_10x,trending,1,fill_rate_by_quote_count,0.17,0.021,0.149
